,M-File,F-File,M-Part,F-Part,Cosine,male_openness,male_extraversion,male_agreeableness,male_conscientiousness,male_emo_stab,fem_openness,fem_extraversion,fem_agreeableness,fem_conscientiousness,fem_emo_stab
1062,M06_P24.rtf,F25_P41.rtf,24,41,0.090290673,37,37,31,31,32,30,37,36,36,25
1063,M07_P25.rtf,F25_P41.rtf,25,41,0.365692988,41,43,43,43,47,30,37,36,36,25
1064,M08_P30.rtf,F25_P41.rtf,30,41,0.046071948,29,39,39,37,34,30,37,36,36,25
1065,M09_P33.rtf,F25_P41.rtf,33,41,0.173635622,34,36,33,40,28,30,37,36,36,25
1066,M10_P34.rtf,F25_P41.rtf,34,41,0.262526365,39,28,34,39,33,30,37,36,36,25
1067,M11_P35.rtf,F25_P41.rtf,35,41,0.289894264,42,41,32,41,34,30,37,36,36,25
1068,M12_P37.rtf,F25_P41.rtf,37,41,0.218343625,35,39,35,41,34,30,37,36,36,25
1069,M13_P38.rtf,F25_P41.rtf,38,41,0.201402607,32,26,33,30,28,30,37,36,36,25
1070,M14_P50.rtf,F25_P41.rtf,50,41,0.196827587,48,28,43,36,25,30,37,36,36,25
1071,M15_P58.rtf,F25_P41.rtf,58,41,0.021569087,31,36,36,33,27,30,37,36,36,25
1072,M16_P66.rtf,F25_P41.rtf,66,41,0.295139604,34,29,35,38,35,30,37,36,36,25
1073,M17_P73.rtf,F25_P41.rtf,73,41,0.251398226,34,45,32,32,25,30,37,36,36,25
1074,M18_P74.rtf,F25_P41.rtf,74,41,0.177480343,44,36,39,29,22,30,37,36,36,25
1075,M19_P76.rtf,F25_P41.rtf,76,41,0.030827087,37,31,24,24,31,30,37,36,36,25
1076,M20_P77.rtf,F25_P41.rtf,77,41,0.03106483,36,50,34,30,33,30,37,36,36,25
1077,M21_P78.rtf,F25_P41.rtf,78,41,0.195923414,44,21,32,22,18,30,37,36,36,25
1078,M22_P79.rtf,F25_P41.rtf,79,41,-0.022773752,47,25,37,28,22,30,37,36,36,25
1079,M23_P80.rtf,F25_P41.rtf,80,41,0.276808687,41,46,41,39,44,30,37,36,36,25
1080,M24_P81.rtf,F25_P41.rtf,81,41,0.236239835,41,46,36,33,38,30,37,36,36,25
1081,M25_P82.rtf,F25_P41.rtf,82,41,0.427457018,47,46,47,42,42,30,37,36,36,25
1082,M26_P83.rtf,F25_P41.rtf,83,41,0.36297442,39,42,45,33,41,30,37,36,36,25
1083,M27_P84.rtf,F25_P41.rtf,84,41,0.402730854,46,47,37,34,43,30,37,36,36,25
1084,M28_P86.rtf,F25_P41.rtf,86,41,0.08580786,35,44,35,35,33,30,37,36,36,25
1085,M29_P87.rtf,F25_P41.rtf,87,41,0.166079896,36,40,37,36,29,30,37,36,36,25
1086,M30_P88.rtf,F25_P41.rtf,88,41,0.083098795,24,47,32,36,46,30,37,36,36,25
1087,M31_P89.rtf,F25_P41.rtf,89,41,0.311212067,36,37,28,32,32,30,37,36,36,25
1088,M32_P90.rtf,F25_P41.rtf,90,41,0.051712964,23,35,38,38,32,30,37,36,36,25
1089,M33_P91.rtf,F25_P41.rtf,91,41,0.532648662,25,42,34,46,45,30,37,36,36,25
1090,M34_P92.rtf,F25_P41.rtf,92,41,0.260676404,48,46,36,44,37,30,37,36,36,25
1091,M35_P93.rtf,F25_P41.rtf,93,41,0.037008622,35,24,37,22,33,30,37,36,36,25
1092,M36_P94.rtf,F25_P41.rtf,94,41,-0.041480192,41,33,28,39,42,30,37,36,36,25
1093,M37_P96.rtf,F25_P41.rtf,96,41,0.052752444,33,41,33,39,35,30,37,36,36,25
1094,M38_P97.rtf,F25_P41.rtf,97,41,0.16678224,42,44,38,26,29,30,37,36,36,25
1095,M39_P98.rtf,F25_P41.rtf,98,41,0.154590674,46,22,34,40,26,30,37,36,36,25
1096,M40_P99.rtf,F25_P41.rtf,99,41,0.301812841,34,45,32,34,28,30,37,36,36,25
1097,M41_P101.rtf,F25_P41.rtf,101,41,0.37539422,34,40,42,33,40,30,37,36,36,25
1098,M42_P103.rtf,F25_P41.rtf,103,41,0.122466048,33,36,30,32,25,30,37,36,36,25
1099,M43_P104.rtf,F25_P41.rtf,104,41,0.032132367,35,44,40,41,35,30,37,36,36,25
1100,M44_P105.rtf,F25_P41.rtf,105,41,0.158943779,30,37,44,35,36,30,37,36,36,25
1101,M01_P2.rtf,F26_P42.rtf,2,42,0.112304223,30,33,41,43,22,33,36,45,48,32
1102,M02_P7.rtf,F26_P42.rtf,7,42,0.009106246,40,27,32,25,15,33,36,45,48,32
1103,M03_P12.rtf,F26_P42.rtf,12,42,0.422429775,39,33,31,30,30,33,36,45,48,32
1104,M04_P15.rtf,F26_P42.rtf,15,42,0.193587674,39,35,31,39,43,33,36,45,48,32
1105,M05_P21.rtf,F26_P42.rtf,21,42,0.118655422,42,44,44,49,22,33,36,45,48,32
1106,M06_P24.rtf,F26_P42.rtf,24,42,0.434286499,37,37,31,31,32,33,36,45,48,32
1107,M07_P25.rtf,F26_P42.rtf,25,42,0.118159547,41,43,43,43,47,33,36,45,48,32
1108,M08_P30.rtf,F26_P42.rtf,30,42,0.072228428,29,39,39,37,34,33,36,45,48,32
1109,M09_P33.rtf,F26_P42.rtf,33,42,0.137161048,34,36,33,40,28,33,36,45,48,32
1110,M10_P34.rtf,F26_P42.rtf,34,42,0.023873214,39,28,34,39,33,33,36,45,48,32
1111,M11_P35.rtf,F26_P42.rtf,35,42,0.197822659,42,41,32,41,34,33,36,45,48,32
1112,M12_P37.rtf,F26_P42.rtf,37,42,0.213563784,35,39,35,41,34,33,36,45,48,32
1113,M13_P38.rtf,F26_P42.rtf,38,42,0.191958766,32,26,33,30,28,33,36,45,48,32
1114,M14_P50.rtf,F26_P42.rtf,50,42,0.159065261,48,28,43,36,25,33,36,45,48,32
1115,M15_P58.rtf,F26_P42.rtf,58,42,0.025350305,31,36,36,33,27,33,36,45,48,32
1116,M16_P66.rtf,F26_P42.rtf,66,42,0.28207169,34,29,35,38,35,33,36,45,48,32
1117,M17_P73.rtf,F26_P42.rtf,73,42,0.107462443,34,45,32,32,25,33,36,45,48,32
1118,M18_P74.rtf,F26_P42.rtf,74,42,-0.184123844,44,36,39,29,22,33,36,45,48,32
1119,M19_P76.rtf,F26_P42.rtf,76,42,0.008171832,37,31,24,24,31,33,36,45,48,32
1120,M20_P77.rtf,F26_P42.rtf,77,42,0.093898455,36,50,34,30,33,33,36,45,48,32
1121,M21_P78.rtf,F26_P42.rtf,78,42,0.083923127,44,21,32,22,18,33,36,45,48,32
1122,M22_P79.rtf,F26_P42.rtf,79,42,0.096399489,47,25,37,28,22,33,36,45,48,32
1123,M23_P80.rtf,F26_P42.rtf,80,42,0.426776276,41,46,41,39,44,33,36,45,48,32
1124,M24_P81.rtf,F26_P42.rtf,81,42,0.062090279,41,46,36,33,38,33,36,45,48,32
1125,M25_P82.rtf,F26_P42.rtf,82,42,0.148766193,47,46,47,42,42,33,36,45,48,32
1126,M26_P83.rtf,F26_P42.rtf,83,42,0.323754663,39,42,45,33,41,33,36,45,48,32
1127,M27_P84.rtf,F26_P42.rtf,84,42,0.209277771,46,47,37,34,43,33,36,45,48,32
1128,M28_P86.rtf,F26_P42.rtf,86,42,0.018600372,35,44,35,35,33,33,36,45,48,32
1129,M29_P87.rtf,F26_P42.rtf,87,42,0.01144771,36,40,37,36,29,33,36,45,48,32
1130,M30_P88.rtf,F26_P42.rtf,88,42,0.214750659,24,47,32,36,46,33,36,45,48,32
1131,M31_P89.rtf,F26_P42.rtf,89,42,0.378027415,36,37,28,32,32,33,36,45,48,32
1132,M32_P90.rtf,F26_P42.rtf,90,42,0.171431343,23,35,38,38,32,33,36,45,48,32
1133,M33_P91.rtf,F26_P42.rtf,91,42,0.094618104,25,42,34,46,45,33,36,45,48,32
1134,M34_P92.rtf,F26_P42.rtf,92,42,-0.033975431,48,46,36,44,37,33,36,45,48,32
1135,M35_P93.rtf,F26_P42.rtf,93,42,0.070215411,35,24,37,22,33,33,36,45,48,32
1136,M36_P94.rtf,F26_P42.rtf,94,42,0.123076774,41,33,28,39,42,33,36,45,48,32
1137,M37_P96.rtf,F26_P42.rtf,96,42,-0.020785928,33,41,33,39,35,33,36,45,48,32
1138,M38_P97.rtf,F26_P42.rtf,97,42,0.241274124,42,44,38,26,29,33,36,45,48,32
1139,M39_P98.rtf,F26_P42.rtf,98,42,0.099614075,46,22,34,40,26,33,36,45,48,32
1140,M40_P99.rtf,F26_P42.rtf,99,42,0.224592621,34,45,32,34,28,33,36,45,48,32
1141,M41_P101.rtf,F26_P42.rtf,101,42,0.165172864,34,40,42,33,40,33,36,45,48,32
1142,M42_P103.rtf,F26_P42.rtf,103,42,0.093125109,33,36,30,32,25,33,36,45,48,32
1143,M43_P104.rtf,F26_P42.rtf,104,42,0.505552646,35,44,40,41,35,33,36,45,48,32
1144,M44_P105.rtf,F26_P42.rtf,105,42,0.257042469,30,37,44,35,36,33,36,45,48,32
1145,M01_P2.rtf,F27_P43.rtf,2,43,0.020322345,30,33,41,43,22,48,26,41,27,16
1146,M02_P7.rtf,F27_P43.rtf,7,43,0.146460447,40,27,32,25,15,48,26,41,27,16
1147,M03_P12.rtf,F27_P43.rtf,12,43,0.482487608,39,33,31,30,30,48,26,41,27,16
1148,M04_P15.rtf,F27_P43.rtf,15,43,0.329955542,39,35,31,39,43,48,26,41,27,16
1149,M05_P21.rtf,F27_P43.rtf,21,43,0.085373563,42,44,44,49,22,48,26,41,27,16
1150,M06_P24.rtf,F27_P43.rtf,24,43,0.039258213,37,37,31,31,32,48,26,41,27,16
1151,M07_P25.rtf,F27_P43.rtf,25,43,0.321489673,41,43,43,43,47,48,26,41,27,16
1152,M08_P30.rtf,F27_P43.rtf,30,43,0.038702911,29,39,39,37,34,48,26,41,27,16
1153,M09_P33.rtf,F27_P43.rtf,33,43,0.036519121,34,36,33,40,28,48,26,41,27,16
1154,M10_P34.rtf,F27_P43.rtf,34,43,0.206020003,39,28,34,39,33,48,26,41,27,16
1155,M11_P35.rtf,F27_P43.rtf,35,43,0.332131519,42,41,32,41,34,48,26,41,27,16
1156,M12_P37.rtf,F27_P43.rtf,37,43,0.362674398,35,39,35,41,34,48,26,41,27,16
1157,M13_P38.rtf,F27_P43.rtf,38,43,0.101590468,32,26,33,30,28,48,26,41,27,16
1158,M14_P50.rtf,F27_P43.rtf,50,43,0.427619499,48,28,43,36,25,48,26,41,27,16
1159,M15_P58.rtf,F27_P43.rtf,58,43,0.057257815,31,36,36,33,27,48,26,41,27,16
1160,M16_P66.rtf,F27_P43.rtf,66,43,0.622330189,34,29,35,38,35,48,26,41,27,16
1161,M17_P73.rtf,F27_P43.rtf,73,43,0.231853641,34,45,32,32,25,48,26,41,27,16
1162,M18_P74.rtf,F27_P43.rtf,74,43,0.320355201,44,36,39,29,22,48,26,41,27,16
1163,M19_P76.rtf,F27_P43.rtf,76,43,0.090270565,37,31,24,24,31,48,26,41,27,16
1164,M20_P77.rtf,F27_P43.rtf,77,43,0.099907276,36,50,34,30,33,48,26,41,27,16
1165,M21_P78.rtf,F27_P43.rtf,78,43,0.061760022,44,21,32,22,18,48,26,41,27,16
1166,M22_P79.rtf,F27_P43.rtf,79,43,0.483707485,47,25,37,28,22,48,26,41,27,16
1167,M23_P80.rtf,F27_P43.rtf,80,43,0.115981225,41,46,41,39,44,48,26,41,27,16
1168,M24_P81.rtf,F27_P43.rtf,81,43,0.070752961,41,46,36,33,38,48,26,41,27,16
1169,M25_P82.rtf,F27_P43.rtf,82,43,0.003070694,47,46,47,42,42,48,26,41,27,16
1170,M26_P83.rtf,F27_P43.rtf,83,43,0.284682072,39,42,45,33,41,48,26,41,27,16
1171,M27_P84.rtf,F27_P43.rtf,84,43,0.413475217,46,47,37,34,43,48,26,41,27,16
1172,M28_P86.rtf,F27_P43.rtf,86,43,0.178890622,35,44,35,35,33,48,26,41,27,16
1173,M29_P87.rtf,F27_P43.rtf,87,43,0.120968396,36,40,37,36,29,48,26,41,27,16
1174,M30_P88.rtf,F27_P43.rtf,88,43,0.333387257,24,47,32,36,46,48,26,41,27,16
1175,M31_P89.rtf,F27_P43.rtf,89,43,0.420903423,36,37,28,32,32,48,26,41,27,16
1176,M32_P90.rtf,F27_P43.rtf,90,43,0.282150505,23,35,38,38,32,48,26,41,27,16
1177,M33_P91.rtf,F27_P43.rtf,91,43,0.264043289,25,42,34,46,45,48,26,41,27,16
1178,M34_P92.rtf,F27_P43.rtf,92,43,0.382229224,48,46,36,44,37,48,26,41,27,16
1179,M35_P93.rtf,F27_P43.rtf,93,43,0.056535778,35,24,37,22,33,48,26,41,27,16
1180,M36_P94.rtf,F27_P43.rtf,94,43,0.286021999,41,33,28,39,42,48,26,41,27,16
1181,M37_P96.rtf,F27_P43.rtf,96,43,0.258296352,33,41,33,39,35,48,26,41,27,16
1182,M38_P97.rtf,F27_P43.rtf,97,43,0.714226357,42,44,38,26,29,48,26,41,27,16
1183,M39_P98.rtf,F27_P43.rtf,98,43,0.177838062,46,22,34,40,26,48,26,41,27,16
1184,M40_P99.rtf,F27_P43.rtf,99,43,0.120066808,34,45,32,34,28,48,26,41,27,16
1185,M41_P101.rtf,F27_P43.rtf,101,43,0.289450581,34,40,42,33,40,48,26,41,27,16
1186,M42_P103.rtf,F27_P43.rtf,103,43,0.35505067,33,36,30,32,25,48,26,41,27,16
1187,M43_P104.rtf,F27_P43.rtf,104,43,0.241434815,35,44,40,41,35,48,26,41,27,16
1188,M44_P105.rtf,F27_P43.rtf,105,43,0.229479373,30,37,44,35,36,48,26,41,27,16
1189,M01_P2.rtf,F28_P45.rtf,2,45,0.086249346,30,33,41,43,22,43,44,41,48,25
1190,M02_P7.rtf,F28_P45.rtf,7,45,0.230121526,40,27,32,25,15,43,44,41,48,25
1191,M03_P12.rtf,F28_P45.rtf,12,45,0.480176537,39,33,31,30,30,43,44,41,48,25
1192,M04_P15.rtf,F28_P45.rtf,15,45,0.120957242,39,35,31,39,43,43,44,41,48,25
1193,M05_P21.rtf,F28_P45.rtf,21,45,0.087984453,42,44,44,49,22,43,44,41,48,25
1194,M06_P24.rtf,F28_P45.rtf,24,45,0.343088916,37,37,31,31,32,43,44,41,48,25
1195,M07_P25.rtf,F28_P45.rtf,25,45,0.079079085,41,43,43,43,47,43,44,41,48,25
1196,M08_P30.rtf,F28_P45.rtf,30,45,-0.082957017,29,39,39,37,34,43,44,41,48,25
1197,M09_P33.rtf,F28_P45.rtf,33,45,0.185099934,34,36,33,40,28,43,44,41,48,25
1198,M10_P34.rtf,F28_P45.rtf,34,45,0.216288991,39,28,34,39,33,43,44,41,48,25
1199,M11_P35.rtf,F28_P45.rtf,35,45,0.397426916,42,41,32,41,34,43,44,41,48,25
1200,M12_P37.rtf,F28_P45.rtf,37,45,0.154795331,35,39,35,41,34,43,44,41,48,25
1201,M13_P38.rtf,F28_P45.rtf,38,45,0.217172778,32,26,33,30,28,43,44,41,48,25
1202,M14_P50.rtf,F28_P45.rtf,50,45,0.482984716,48,28,43,36,25,43,44,41,48,25
1203,M15_P58.rtf,F28_P45.rtf,58,45,0.058799166,31,36,36,33,27,43,44,41,48,25
1204,M16_P66.rtf,F28_P45.rtf,66,45,0.382529921,34,29,35,38,35,43,44,41,48,25
1205,M17_P73.rtf,F28_P45.rtf,73,45,0.268007323,34,45,32,32,25,43,44,41,48,25
1206,M18_P74.rtf,F28_P45.rtf,74,45,0.248161536,44,36,39,29,22,43,44,41,48,25
1207,M19_P76.rtf,F28_P45.rtf,76,45,0.098750663,37,31,24,24,31,43,44,41,48,25
1208,M20_P77.rtf,F28_P45.rtf,77,45,0.06475973,36,50,34,30,33,43,44,41,48,25
1209,M21_P78.rtf,F28_P45.rtf,78,45,0.094303319,44,21,32,22,18,43,44,41,48,25
1210,M22_P79.rtf,F28_P45.rtf,79,45,0.118772834,47,25,37,28,22,43,44,41,48,25
1211,M23_P80.rtf,F28_P45.rtf,80,45,0.324078387,41,46,41,39,44,43,44,41,48,25
1212,M24_P81.rtf,F28_P45.rtf,81,45,0.248921573,41,46,36,33,38,43,44,41,48,25
1213,M25_P82.rtf,F28_P45.rtf,82,45,0.233795074,47,46,47,42,42,43,44,41,48,25
1214,M26_P83.rtf,F28_P45.rtf,83,45,0.487630897,39,42,45,33,41,43,44,41,48,25
1215,M27_P84.rtf,F28_P45.rtf,84,45,0.386458988,46,47,37,34,43,43,44,41,48,25
1216,M28_P86.rtf,F28_P45.rtf,86,45,0.244413327,35,44,35,35,33,43,44,41,48,25
1217,M29_P87.rtf,F28_P45.rtf,87,45,0.00689328,36,40,37,36,29,43,44,41,48,25
1218,M30_P88.rtf,F28_P45.rtf,88,45,0.40853122,24,47,32,36,46,43,44,41,48,25
1219,M31_P89.rtf,F28_P45.rtf,89,45,0.476874969,36,37,28,32,32,43,44,41,48,25
1220,M32_P90.rtf,F28_P45.rtf,90,45,0.433111973,23,35,38,38,32,43,44,41,48,25
1221,M33_P91.rtf,F28_P45.rtf,91,45,0.014968653,25,42,34,46,45,43,44,41,48,25
1222,M34_P92.rtf,F28_P45.rtf,92,45,0.320998672,48,46,36,44,37,43,44,41,48,25
1223,M35_P93.rtf,F28_P45.rtf,93,45,0.140926092,35,24,37,22,33,43,44,41,48,25
1224,M36_P94.rtf,F28_P45.rtf,94,45,0.087803907,41,33,28,39,42,43,44,41,48,25
1225,M37_P96.rtf,F28_P45.rtf,96,45,0.460775458,33,41,33,39,35,43,44,41,48,25
1226,M38_P97.rtf,F28_P45.rtf,97,45,0.205748919,42,44,38,26,29,43,44,41,48,25
1227,M39_P98.rtf,F28_P45.rtf,98,45,0.090966597,46,22,34,40,26,43,44,41,48,25
1228,M40_P99.rtf,F28_P45.rtf,99,45,0.268615815,34,45,32,34,28,43,44,41,48,25
1229,M41_P101.rtf,F28_P45.rtf,101,45,0.155651249,34,40,42,33,40,43,44,41,48,25
1230,M42_P103.rtf,F28_P45.rtf,103,45,0.141768355,33,36,30,32,25,43,44,41,48,25
1231,M43_P104.rtf,F28_P45.rtf,104,45,0.399546727,35,44,40,41,35,43,44,41,48,25
1232,M44_P105.rtf,F28_P45.rtf,105,45,0.377393481,30,37,44,35,36,43,44,41,48,25
1233,M01_P2.rtf,F29_P46.rtf,2,46,0.024968007,30,33,41,43,22,44,33,43,43,39
1234,M02_P7.rtf,F29_P46.rtf,7,46,0.079792966,40,27,32,25,15,44,33,43,43,39
1235,M03_P12.rtf,F29_P46.rtf,12,46,0.19607857,39,33,31,30,30,44,33,43,43,39
1236,M04_P15.rtf,F29_P46.rtf,15,46,0.021281609,39,35,31,39,43,44,33,43,43,39
1237,M05_P21.rtf,F29_P46.rtf,21,46,0.026394846,42,44,44,49,22,44,33,43,43,39
1238,M06_P24.rtf,F29_P46.rtf,24,46,0.013935495,37,37,31,31,32,44,33,43,43,39
1239,M07_P25.rtf,F29_P46.rtf,25,46,0.184697743,41,43,43,43,47,44,33,43,43,39
1240,M08_P30.rtf,F29_P46.rtf,30,46,0.022519354,29,39,39,37,34,44,33,43,43,39
1241,M09_P33.rtf,F29_P46.rtf,33,46,0.095929683,34,36,33,40,28,44,33,43,43,39
1242,M10_P34.rtf,F29_P46.rtf,34,46,0.115077106,39,28,34,39,33,44,33,43,43,39
1243,M11_P35.rtf,F29_P46.rtf,35,46,0.097966739,42,41,32,41,34,44,33,43,43,39
1244,M12_P37.rtf,F29_P46.rtf,37,46,0.007001731,35,39,35,41,34,44,33,43,43,39
1245,M13_P38.rtf,F29_P46.rtf,38,46,0.039073567,32,26,33,30,28,44,33,43,43,39
1246,M14_P50.rtf,F29_P46.rtf,50,46,0.068076029,48,28,43,36,25,44,33,43,43,39
1247,M15_P58.rtf,F29_P46.rtf,58,46,0.032440808,31,36,36,33,27,44,33,43,43,39
1248,M16_P66.rtf,F29_P46.rtf,66,46,0.220211135,34,29,35,38,35,44,33,43,43,39
1249,M17_P73.rtf,F29_P46.rtf,73,46,0.480934569,34,45,32,32,25,44,33,43,43,39
1250,M18_P74.rtf,F29_P46.rtf,74,46,0.072365205,44,36,39,29,22,44,33,43,43,39
1251,M19_P76.rtf,F29_P46.rtf,76,46,0.040067774,37,31,24,24,31,44,33,43,43,39
1252,M20_P77.rtf,F29_P46.rtf,77,46,0.057760821,36,50,34,30,33,44,33,43,43,39
1253,M21_P78.rtf,F29_P46.rtf,78,46,0.144577642,44,21,32,22,18,44,33,43,43,39
1254,M22_P79.rtf,F29_P46.rtf,79,46,0.069100891,47,25,37,28,22,44,33,43,43,39
1255,M23_P80.rtf,F29_P46.rtf,80,46,0.052121765,41,46,41,39,44,44,33,43,43,39
1256,M24_P81.rtf,F29_P46.rtf,81,46,0.08432156,41,46,36,33,38,44,33,43,43,39
1257,M25_P82.rtf,F29_P46.rtf,82,46,-0.0142193,47,46,47,42,42,44,33,43,43,39
1258,M26_P83.rtf,F29_P46.rtf,83,46,0.324777591,39,42,45,33,41,44,33,43,43,39
1259,M27_P84.rtf,F29_P46.rtf,84,46,0.111757991,46,47,37,34,43,44,33,43,43,39
1260,M28_P86.rtf,F29_P46.rtf,86,46,0.061976198,35,44,35,35,33,44,33,43,43,39
1261,M29_P87.rtf,F29_P46.rtf,87,46,0.096983578,36,40,37,36,29,44,33,43,43,39
1262,M30_P88.rtf,F29_P46.rtf,88,46,-0.016342328,24,47,32,36,46,44,33,43,43,39
1263,M31_P89.rtf,F29_P46.rtf,89,46,0.255546651,36,37,28,32,32,44,33,43,43,39
1264,M32_P90.rtf,F29_P46.rtf,90,46,0.01600033,23,35,38,38,32,44,33,43,43,39
1265,M33_P91.rtf,F29_P46.rtf,91,46,0.049054688,25,42,34,46,45,44,33,43,43,39
1266,M34_P92.rtf,F29_P46.rtf,92,46,-0.003015389,48,46,36,44,37,44,33,43,43,39
1267,M35_P93.rtf,F29_P46.rtf,93,46,0.062613348,35,24,37,22,33,44,33,43,43,39
1268,M36_P94.rtf,F29_P46.rtf,94,46,0.024020993,41,33,28,39,42,44,33,43,43,39
1269,M37_P96.rtf,F29_P46.rtf,96,46,0.025330817,33,41,33,39,35,44,33,43,43,39
1270,M38_P97.rtf,F29_P46.rtf,97,46,0.066350499,42,44,38,26,29,44,33,43,43,39
1271,M39_P98.rtf,F29_P46.rtf,98,46,0.038020585,46,22,34,40,26,44,33,43,43,39
1272,M40_P99.rtf,F29_P46.rtf,99,46,0.335181696,34,45,32,34,28,44,33,43,43,39
1273,M41_P101.rtf,F29_P46.rtf,101,46,0.01175697,34,40,42,33,40,44,33,43,43,39
1274,M42_P103.rtf,F29_P46.rtf,103,46,0.072263081,33,36,30,32,25,44,33,43,43,39
1275,M43_P104.rtf,F29_P46.rtf,104,46,0.052947515,35,44,40,41,35,44,33,43,43,39
1276,M44_P105.rtf,F29_P46.rtf,105,46,0.006803318,30,37,44,35,36,44,33,43,43,39
1277,M01_P2.rtf,F30_P47.rtf,2,47,0.11102029,30,33,41,43,22,38,41,38,35,27
1278,M02_P7.rtf,F30_P48.rtf,7,47,0.376686792,40,27,32,25,15,38,41,38,35,27
1279,M03_P12.rtf,F30_P48.rtf,12,47,0.363160297,39,33,31,30,30,38,41,38,35,27
1280,M04_P15.rtf,F30_P48.rtf,15,47,0.176216851,39,35,31,39,43,38,41,38,35,27
1281,M05_P21.rtf,F30_P48.rtf,21,47,0.146672964,42,44,44,49,22,38,41,38,35,27
1282,M06_P24.rtf,F30_P48.rtf,24,47,0.027849285,37,37,31,31,32,38,41,38,35,27
1283,M07_P25.rtf,F30_P48.rtf,25,47,0.16960378,41,43,43,43,47,38,41,38,35,27
1284,M08_P30.rtf,F30_P48.rtf,30,47,0.181331169,29,39,39,37,34,38,41,38,35,27
1285,M09_P33.rtf,F30_P48.rtf,33,47,-0.001903025,34,36,33,40,28,38,41,38,35,27
1286,M10_P34.rtf,F30_P48.rtf,34,47,0.440633352,39,28,34,39,33,38,41,38,35,27
1287,M11_P35.rtf,F30_P48.rtf,35,47,0.285182605,42,41,32,41,34,38,41,38,35,27
1288,M12_P37.rtf,F30_P48.rtf,37,47,0.189728477,35,39,35,41,34,38,41,38,35,27
1289,M13_P38.rtf,F30_P48.rtf,38,47,0.146531821,32,26,33,30,28,38,41,38,35,27
1290,M14_P50.rtf,F30_P48.rtf,50,47,0.407525779,48,28,43,36,25,38,41,38,35,27
1291,M15_P58.rtf,F30_P48.rtf,58,47,0.030862499,31,36,36,33,27,38,41,38,35,27
1292,M16_P66.rtf,F30_P48.rtf,66,47,0.418719952,34,29,35,38,35,38,41,38,35,27
1293,M17_P73.rtf,F30_P48.rtf,73,47,0.268620679,34,45,32,32,25,38,41,38,35,27
1294,M18_P74.rtf,F30_P48.rtf,74,47,0.34994501,44,36,39,29,22,38,41,38,35,27
1295,M19_P76.rtf,F30_P48.rtf,76,47,0.012563611,37,31,24,24,31,38,41,38,35,27
1296,M20_P77.rtf,F30_P48.rtf,77,47,0.068206764,36,50,34,30,33,38,41,38,35,27
1297,M21_P78.rtf,F30_P48.rtf,78,47,0.265901116,44,21,32,22,18,38,41,38,35,27
1298,M22_P79.rtf,F30_P48.rtf,79,47,0.266026668,47,25,37,28,22,38,41,38,35,27
1299,M23_P80.rtf,F30_P48.rtf,80,47,-0.016364767,41,46,41,39,44,38,41,38,35,27
1300,M24_P81.rtf,F30_P48.rtf,81,47,0.123489825,41,46,36,33,38,38,41,38,35,27
1301,M25_P82.rtf,F30_P48.rtf,82,47,0.014278632,47,46,47,42,42,38,41,38,35,27
1302,M26_P83.rtf,F30_P48.rtf,83,47,0.402726705,39,42,45,33,41,38,41,38,35,27
1303,M27_P84.rtf,F30_P48.rtf,84,47,0.384417088,46,47,37,34,43,38,41,38,35,27
1304,M28_P86.rtf,F30_P48.rtf,86,47,-0.112957779,35,44,35,35,33,38,41,38,35,27
1305,M29_P87.rtf,F30_P48.rtf,87,47,0.211205211,36,40,37,36,29,38,41,38,35,27
1306,M30_P88.rtf,F30_P48.rtf,88,47,0.327159814,24,47,32,36,46,38,41,38,35,27
1307,M31_P89.rtf,F30_P48.rtf,89,47,0.660617053,36,37,28,32,32,38,41,38,35,27
1308,M32_P90.rtf,F30_P48.rtf,90,47,0.453259452,23,35,38,38,32,38,41,38,35,27
1309,M33_P91.rtf,F30_P48.rtf,91,47,0.318893879,25,42,34,46,45,38,41,38,35,27
1310,M34_P92.rtf,F30_P48.rtf,92,47,0.407929617,48,46,36,44,37,38,41,38,35,27
1311,M35_P93.rtf,F30_P48.rtf,93,47,0.051483793,35,24,37,22,33,38,41,38,35,27
1312,M36_P94.rtf,F30_P48.rtf,94,47,-0.066566548,41,33,28,39,42,38,41,38,35,27
1313,M37_P96.rtf,F30_P48.rtf,96,47,0.111786439,33,41,33,39,35,38,41,38,35,27
1314,M38_P97.rtf,F30_P48.rtf,97,47,0.439320216,42,44,38,26,29,38,41,38,35,27
1315,M39_P98.rtf,F30_P48.rtf,98,47,-0.055202137,46,22,34,40,26,38,41,38,35,27
1316,M40_P99.rtf,F30_P48.rtf,99,47,0.233472859,34,45,32,34,28,38,41,38,35,27
1317,M41_P101.rtf,F30_P48.rtf,101,47,0.434839654,34,40,42,33,40,38,41,38,35,27
1318,M42_P103.rtf,F30_P48.rtf,103,47,0.19659939,33,36,30,32,25,38,41,38,35,27
1319,M43_P104.rtf,F30_P48.rtf,104,47,0.366620533,35,44,40,41,35,38,41,38,35,27
1320,M44_P105.rtf,F30_P48.rtf,105,47,0.212907696,30,37,44,35,36,38,41,38,35,27
1321,M01_P2.rtf,F31_P49.rtf,2,49,0.029989899,30,33,41,43,22,35,35,27,14,23
1322,M02_P7.rtf,F31_P49.rtf,7,49,0.019608749,40,27,32,25,15,35,35,27,14,23
