,M-File,F-File,M-Part,F-Part,Cosine,male_openness,male_extraversion,male_agreeableness,male_conscientiousness,male_emo_stab,fem_openness,fem_extraversion,fem_agreeableness,fem_conscientiousness,fem_emo_stab
531,M03_P12.rtf,F13_P18.rtf,12,18,0.736569657,39,33,31,30,30,35,44,44,32,35
532,M04_P15.rtf,F13_P18.rtf,15,18,0.212780417,39,35,31,39,43,35,44,44,32,35
533,M05_P21.rtf,F13_P18.rtf,21,18,0.127523696,42,44,44,49,22,35,44,44,32,35
534,M06_P24.rtf,F13_P18.rtf,24,18,0.245632393,37,37,31,31,32,35,44,44,32,35
535,M07_P25.rtf,F13_P18.rtf,25,18,0.422055563,41,43,43,43,47,35,44,44,32,35
536,M08_P30.rtf,F13_P18.rtf,30,18,0.115226224,29,39,39,37,34,35,44,44,32,35
537,M09_P33.rtf,F13_P18.rtf,33,18,0.119444491,34,36,33,40,28,35,44,44,32,35
538,M10_P34.rtf,F13_P18.rtf,34,18,0.12407196,39,28,34,39,33,35,44,44,32,35
539,M11_P35.rtf,F13_P18.rtf,35,18,0.39664478,42,41,32,41,34,35,44,44,32,35
540,M12_P37.rtf,F13_P18.rtf,37,18,0.441382861,35,39,35,41,34,35,44,44,32,35
541,M13_P38.rtf,F13_P18.rtf,38,18,0.190978146,32,26,33,30,28,35,44,44,32,35
542,M14_P50.rtf,F13_P18.rtf,50,18,0.294813121,48,28,43,36,25,35,44,44,32,35
543,M15_P58.rtf,F13_P18.rtf,58,18,0.06400682,31,36,36,33,27,35,44,44,32,35
544,M16_P66.rtf,F13_P18.rtf,66,18,0.528126292,34,29,35,38,35,35,44,44,32,35
545,M17_P73.rtf,F13_P18.rtf,73,18,0.213656673,34,45,32,32,25,35,44,44,32,35
546,M18_P74.rtf,F13_P18.rtf,74,18,0.079978309,44,36,39,29,22,35,44,44,32,35
547,M19_P76.rtf,F13_P18.rtf,76,18,0.102159595,37,31,24,24,31,35,44,44,32,35
548,M20_P77.rtf,F13_P18.rtf,77,18,0.048079231,36,50,34,30,33,35,44,44,32,35
549,M21_P78.rtf,F13_P18.rtf,78,18,0.074839584,44,21,32,22,18,35,44,44,32,35
550,M22_P79.rtf,F13_P18.rtf,79,18,0.023185157,47,25,37,28,22,35,44,44,32,35
551,M23_P80.rtf,F13_P18.rtf,80,18,0.159411572,41,46,41,39,44,35,44,44,32,35
552,M24_P81.rtf,F13_P18.rtf,81,18,0.04293449,41,46,36,33,38,35,44,44,32,35
553,M25_P82.rtf,F13_P18.rtf,82,18,0.292031667,47,46,47,42,42,35,44,44,32,35
554,M26_P83.rtf,F13_P18.rtf,83,18,0.338049874,39,42,45,33,41,35,44,44,32,35
555,M27_P84.rtf,F13_P18.rtf,84,18,0.50876451,46,47,37,34,43,35,44,44,32,35
556,M28_P86.rtf,F13_P18.rtf,86,18,0.209623941,35,44,35,35,33,35,44,44,32,35
557,M29_P87.rtf,F13_P18.rtf,87,18,0.356009895,36,40,37,36,29,35,44,44,32,35
558,M30_P88.rtf,F13_P18.rtf,88,18,0.224568223,24,47,32,36,46,35,44,44,32,35
559,M31_P89.rtf,F13_P18.rtf,89,18,0.629757878,36,37,28,32,32,35,44,44,32,35
560,M32_P90.rtf,F13_P18.rtf,90,18,0.308298021,23,35,38,38,32,35,44,44,32,35
561,M33_P91.rtf,F13_P18.rtf,91,18,0.178498953,25,42,34,46,45,35,44,44,32,35
562,M34_P92.rtf,F13_P18.rtf,92,18,0.238911805,48,46,36,44,37,35,44,44,32,35
563,M35_P93.rtf,F13_P18.rtf,93,18,0.079645656,35,24,37,22,33,35,44,44,32,35
564,M36_P94.rtf,F13_P18.rtf,94,18,0.15107275,41,33,28,39,42,35,44,44,32,35
565,M37_P96.rtf,F13_P18.rtf,96,18,0.180747931,33,41,33,39,35,35,44,44,32,35
566,M38_P97.rtf,F13_P18.rtf,97,18,0.5378822,42,44,38,26,29,35,44,44,32,35
567,M39_P98.rtf,F13_P18.rtf,98,18,0.131529959,46,22,34,40,26,35,44,44,32,35
568,M40_P99.rtf,F13_P18.rtf,99,18,0.347732909,34,45,32,34,28,35,44,44,32,35
569,M41_P101.rtf,F13_P18.rtf,101,18,0.272786656,34,40,42,33,40,35,44,44,32,35
570,M42_P103.rtf,F13_P18.rtf,103,18,0.018725075,33,36,30,32,25,35,44,44,32,35
571,M43_P104.rtf,F13_P18.rtf,104,18,0.306093365,35,44,40,41,35,35,44,44,32,35
572,M44_P105.rtf,F13_P18.rtf,105,18,0.23357924,30,37,44,35,36,35,44,44,32,35
573,M01_P2.rtf,F14_P19.rtf,2,19,-0.007059227,30,33,41,43,22,42,46,36,35,28
574,M02_P7.rtf,F14_P19.rtf,7,19,0.074903154,40,27,32,25,15,42,46,36,35,28
575,M03_P12.rtf,F14_P19.rtf,12,19,0.300295093,39,33,31,30,30,42,46,36,35,28
576,M04_P15.rtf,F14_P19.rtf,15,19,-0.007435725,39,35,31,39,43,42,46,36,35,28
577,M05_P21.rtf,F14_P19.rtf,21,19,0.233078812,42,44,44,49,22,42,46,36,35,28
578,M06_P24.rtf,F14_P19.rtf,24,19,0.036874881,37,37,31,31,32,42,46,36,35,28
579,M07_P25.rtf,F14_P19.rtf,25,19,0.492822101,41,43,43,43,47,42,46,36,35,28
580,M08_P30.rtf,F14_P19.rtf,30,19,0.041192639,29,39,39,37,34,42,46,36,35,28
581,M09_P33.rtf,F14_P19.rtf,33,19,0.320242739,34,36,33,40,28,42,46,36,35,28
582,M10_P34.rtf,F14_P19.rtf,34,19,0.228563927,39,28,34,39,33,42,46,36,35,28
583,M11_P35.rtf,F14_P19.rtf,35,19,0.377036089,42,41,32,41,34,42,46,36,35,28
584,M12_P37.rtf,F14_P19.rtf,37,19,0.130430231,35,39,35,41,34,42,46,36,35,28
585,M13_P38.rtf,F14_P19.rtf,38,19,-0.009806933,32,26,33,30,28,42,46,36,35,28
586,M14_P50.rtf,F14_P19.rtf,50,19,0.262301111,48,28,43,36,25,42,46,36,35,28
587,M15_P58.rtf,F14_P19.rtf,58,19,-0.00866285,31,36,36,33,27,42,46,36,35,28
588,M16_P66.rtf,F14_P19.rtf,66,19,0.206287604,34,29,35,38,35,42,46,36,35,28
589,M17_P73.rtf,F14_P19.rtf,73,19,0.289467471,34,45,32,32,25,42,46,36,35,28
590,M18_P74.rtf,F14_P19.rtf,74,19,-0.009774239,44,36,39,29,22,42,46,36,35,28
591,M19_P76.rtf,F14_P19.rtf,76,19,0.014296548,37,31,24,24,31,42,46,36,35,28
592,M20_P77.rtf,F14_P19.rtf,77,19,0.183007012,36,50,34,30,33,42,46,36,35,28
593,M21_P78.rtf,F14_P19.rtf,78,19,0.256170654,44,21,32,22,18,42,46,36,35,28
594,M22_P79.rtf,F14_P19.rtf,79,19,-0.01307173,47,25,37,28,22,42,46,36,35,28
595,M23_P80.rtf,F14_P19.rtf,80,19,0.295462587,41,46,41,39,44,42,46,36,35,28
596,M24_P81.rtf,F14_P19.rtf,81,19,0.194527675,41,46,36,33,38,42,46,36,35,28
597,M25_P82.rtf,F14_P19.rtf,82,19,0.484179898,47,46,47,42,42,42,46,36,35,28
598,M26_P83.rtf,F14_P19.rtf,83,19,0.285802511,39,42,45,33,41,42,46,36,35,28
599,M27_P84.rtf,F14_P19.rtf,84,19,0.397631679,46,47,37,34,43,42,46,36,35,28
600,M28_P86.rtf,F14_P19.rtf,86,19,0.390866402,35,44,35,35,33,42,46,36,35,28
601,M29_P87.rtf,F14_P19.rtf,87,19,0.003203807,36,40,37,36,29,42,46,36,35,28
602,M30_P88.rtf,F14_P19.rtf,88,19,0.159006054,24,47,32,36,46,42,46,36,35,28
603,M31_P89.rtf,F14_P19.rtf,89,19,0.293844168,36,37,28,32,32,42,46,36,35,28
604,M32_P90.rtf,F14_P19.rtf,90,19,0.086412887,23,35,38,38,32,42,46,36,35,28
605,M33_P91.rtf,F14_P19.rtf,91,19,0.203295279,25,42,34,46,45,42,46,36,35,28
606,M34_P92.rtf,F14_P19.rtf,92,19,0.078916231,48,46,36,44,37,42,46,36,35,28
607,M35_P93.rtf,F14_P19.rtf,93,19,0.035254765,35,24,37,22,33,42,46,36,35,28
608,M36_P94.rtf,F14_P19.rtf,94,19,0.188493996,41,33,28,39,42,42,46,36,35,28
609,M37_P96.rtf,F14_P19.rtf,96,19,0.006335383,33,41,33,39,35,42,46,36,35,28
610,M38_P97.rtf,F14_P19.rtf,97,19,0.217360357,42,44,38,26,29,42,46,36,35,28
611,M39_P98.rtf,F14_P19.rtf,98,19,0.024727517,46,22,34,40,26,42,46,36,35,28
612,M40_P99.rtf,F14_P19.rtf,99,19,0.431362536,34,45,32,34,28,42,46,36,35,28
613,M41_P101.rtf,F14_P19.rtf,101,19,0.384094034,34,40,42,33,40,42,46,36,35,28
614,M42_P103.rtf,F14_P19.rtf,103,19,0.130919457,33,36,30,32,25,42,46,36,35,28
615,M43_P104.rtf,F14_P19.rtf,104,19,0.277949098,35,44,40,41,35,42,46,36,35,28
616,M44_P105.rtf,F14_P19.rtf,105,19,0.059759223,30,37,44,35,36,42,46,36,35,28
617,M01_P2.rtf,F15_P20.rtf,2,20,0.079966525,30,33,41,43,22,38,43,40,37,28
618,M02_P7.rtf,F15_P20.rtf,7,20,-0.01170451,40,27,32,25,15,38,43,40,37,28
619,M03_P12.rtf,F15_P20.rtf,12,20,0.537182852,39,33,31,30,30,38,43,40,37,28
620,M04_P15.rtf,F15_P20.rtf,15,20,0.128489757,39,35,31,39,43,38,43,40,37,28
621,M05_P21.rtf,F15_P20.rtf,21,20,0.16944046,42,44,44,49,22,38,43,40,37,28
622,M06_P24.rtf,F15_P20.rtf,24,20,0.193327492,37,37,31,31,32,38,43,40,37,28
623,M07_P25.rtf,F15_P20.rtf,25,20,0.419412706,41,43,43,43,47,38,43,40,37,28
624,M08_P30.rtf,F15_P20.rtf,30,20,0.054759342,29,39,39,37,34,38,43,40,37,28
625,M09_P33.rtf,F15_P20.rtf,33,20,0.272185635,34,36,33,40,28,38,43,40,37,28
626,M10_P34.rtf,F15_P20.rtf,34,20,0.173388966,39,28,34,39,33,38,43,40,37,28
627,M11_P35.rtf,F15_P20.rtf,35,20,0.526943739,42,41,32,41,34,38,43,40,37,28
628,M12_P37.rtf,F15_P20.rtf,37,20,0.321041368,35,39,35,41,34,38,43,40,37,28
629,M13_P38.rtf,F15_P20.rtf,38,20,0.096297778,32,26,33,30,28,38,43,40,37,28
630,M14_P50.rtf,F15_P20.rtf,50,20,0.382157642,48,28,43,36,25,38,43,40,37,28
631,M15_P58.rtf,F15_P20.rtf,58,20,-0.006416033,31,36,36,33,27,38,43,40,37,28
632,M16_P66.rtf,F15_P20.rtf,66,20,0.407918344,34,29,35,38,35,38,43,40,37,28
633,M17_P73.rtf,F15_P20.rtf,73,20,0.259103427,34,45,32,32,25,38,43,40,37,28
634,M18_P74.rtf,F15_P20.rtf,74,20,0.116012239,44,36,39,29,22,38,43,40,37,28
635,M19_P76.rtf,F15_P20.rtf,76,20,0.022976043,37,31,24,24,31,38,43,40,37,28
636,M20_P77.rtf,F15_P20.rtf,77,20,0.222261452,36,50,34,30,33,38,43,40,37,28
637,M21_P78.rtf,F15_P20.rtf,78,20,0.278323972,44,21,32,22,18,38,43,40,37,28
638,M22_P79.rtf,F15_P20.rtf,79,20,0.069775104,47,25,37,28,22,38,43,40,37,28
639,M23_P80.rtf,F15_P20.rtf,80,20,0.143344804,41,46,41,39,44,38,43,40,37,28
640,M24_P81.rtf,F15_P20.rtf,81,20,0.045720632,41,46,36,33,38,38,43,40,37,28
641,M25_P82.rtf,F15_P20.rtf,82,20,0.39002437,47,46,47,42,42,38,43,40,37,28
642,M26_P83.rtf,F15_P20.rtf,83,20,0.31825802,39,42,45,33,41,38,43,40,37,28
643,M27_P84.rtf,F15_P20.rtf,84,20,0.594935763,46,47,37,34,43,38,43,40,37,28
644,M28_P86.rtf,F15_P20.rtf,86,20,0.23471313,35,44,35,35,33,38,43,40,37,28
645,M29_P87.rtf,F15_P20.rtf,87,20,0.341759104,36,40,37,36,29,38,43,40,37,28
646,M30_P88.rtf,F15_P20.rtf,88,20,0.190093341,24,47,32,36,46,38,43,40,37,28
647,M31_P89.rtf,F15_P20.rtf,89,20,0.383414022,36,37,28,32,32,38,43,40,37,28
648,M32_P90.rtf,F15_P20.rtf,90,20,0.083398425,23,35,38,38,32,38,43,40,37,28
649,M33_P91.rtf,F15_P20.rtf,91,20,0.076338704,25,42,34,46,45,38,43,40,37,28
650,M34_P92.rtf,F15_P20.rtf,92,20,0.270284607,48,46,36,44,37,38,43,40,37,28
651,M35_P93.rtf,F15_P20.rtf,93,20,0.105936026,35,24,37,22,33,38,43,40,37,28
652,M36_P94.rtf,F15_P20.rtf,94,20,0.157701445,41,33,28,39,42,38,43,40,37,28
653,M37_P96.rtf,F15_P20.rtf,96,20,0.204508869,33,41,33,39,35,38,43,40,37,28
654,M38_P97.rtf,F15_P20.rtf,97,20,0.338766338,42,44,38,26,29,38,43,40,37,28
655,M39_P98.rtf,F15_P20.rtf,98,20,0.216622526,46,22,34,40,26,38,43,40,37,28
656,M40_P99.rtf,F15_P20.rtf,99,20,0.304935563,34,45,32,34,28,38,43,40,37,28
657,M41_P101.rtf,F15_P20.rtf,101,20,0.400391142,34,40,42,33,40,38,43,40,37,28
658,M42_P103.rtf,F15_P20.rtf,103,20,0.13546442,33,36,30,32,25,38,43,40,37,28
659,M43_P104.rtf,F15_P20.rtf,104,20,0.328746302,35,44,40,41,35,38,43,40,37,28
660,M44_P105.rtf,F15_P20.rtf,105,20,0.153866799,30,37,44,35,36,38,43,40,37,28
661,M01_P2.rtf,F16_P22.rtf,2,22,0.041083722,30,33,41,43,22,32,24,32,48,30
662,M02_P7.rtf,F16_P22.rtf,7,22,0.058686785,40,27,32,25,15,32,24,32,48,30
663,M03_P12.rtf,F16_P22.rtf,12,22,0.001219966,39,33,31,30,30,32,24,32,48,30
664,M04_P15.rtf,F16_P22.rtf,15,22,0.031149005,39,35,31,39,43,32,24,32,48,30
665,M05_P21.rtf,F16_P22.rtf,21,22,0.029827785,42,44,44,49,22,32,24,32,48,30
666,M06_P24.rtf,F16_P22.rtf,24,22,0.067830209,37,37,31,31,32,32,24,32,48,30
667,M07_P25.rtf,F16_P22.rtf,25,22,-0.022575721,41,43,43,43,47,32,24,32,48,30
668,M08_P30.rtf,F16_P22.rtf,30,22,0.107723887,29,39,39,37,34,32,24,32,48,30
669,M09_P33.rtf,F16_P22.rtf,33,22,0.051211958,34,36,33,40,28,32,24,32,48,30
670,M10_P34.rtf,F16_P22.rtf,34,22,0.0321084,39,28,34,39,33,32,24,32,48,30
671,M11_P35.rtf,F16_P22.rtf,35,22,0.156844315,42,41,32,41,34,32,24,32,48,30
672,M12_P37.rtf,F16_P22.rtf,37,22,-0.174344004,35,39,35,41,34,32,24,32,48,30
673,M13_P38.rtf,F16_P22.rtf,38,22,0.02703686,32,26,33,30,28,32,24,32,48,30
674,M14_P50.rtf,F16_P22.rtf,50,22,0.346271042,48,28,43,36,25,32,24,32,48,30
675,M15_P58.rtf,F16_P22.rtf,58,22,0.050307593,31,36,36,33,27,32,24,32,48,30
676,M16_P66.rtf,F16_P22.rtf,66,22,0.264463482,34,29,35,38,35,32,24,32,48,30
677,M17_P73.rtf,F16_P22.rtf,73,22,0.05970729,34,45,32,32,25,32,24,32,48,30
678,M18_P74.rtf,F16_P22.rtf,74,22,0.164179737,44,36,39,29,22,32,24,32,48,30
679,M19_P76.rtf,F16_P22.rtf,76,22,0.036226844,37,31,24,24,31,32,24,32,48,30
680,M20_P77.rtf,F16_P22.rtf,77,22,0.053328897,36,50,34,30,33,32,24,32,48,30
681,M21_P78.rtf,F16_P22.rtf,78,22,-0.029266665,44,21,32,22,18,32,24,32,48,30
682,M22_P79.rtf,F16_P22.rtf,79,22,0.05410802,47,25,37,28,22,32,24,32,48,30
683,M23_P80.rtf,F16_P22.rtf,80,22,0.084125301,41,46,41,39,44,32,24,32,48,30
684,M24_P81.rtf,F16_P22.rtf,81,22,0.04855993,41,46,36,33,38,32,24,32,48,30
685,M25_P82.rtf,F16_P22.rtf,82,22,-0.171796906,47,46,47,42,42,32,24,32,48,30
686,M26_P83.rtf,F16_P22.rtf,83,22,0.153796063,39,42,45,33,41,32,24,32,48,30
687,M27_P84.rtf,F16_P22.rtf,84,22,0.076905973,46,47,37,34,43,32,24,32,48,30
688,M28_P86.rtf,F16_P22.rtf,86,22,0.026657442,35,44,35,35,33,32,24,32,48,30
689,M29_P87.rtf,F16_P22.rtf,87,22,0.022481934,36,40,37,36,29,32,24,32,48,30
690,M30_P88.rtf,F16_P22.rtf,88,22,-0.0520851,24,47,32,36,46,32,24,32,48,30
691,M31_P89.rtf,F16_P22.rtf,89,22,0.088255828,36,37,28,32,32,32,24,32,48,30
692,M32_P90.rtf,F16_P22.rtf,90,22,-0.054323235,23,35,38,38,32,32,24,32,48,30
693,M33_P91.rtf,F16_P22.rtf,91,22,0.101065515,25,42,34,46,45,32,24,32,48,30
694,M34_P92.rtf,F16_P22.rtf,92,22,0.412834438,48,46,36,44,37,32,24,32,48,30
695,M35_P93.rtf,F16_P22.rtf,93,22,0.014844662,35,24,37,22,33,32,24,32,48,30
696,M36_P94.rtf,F16_P22.rtf,94,22,0.088306764,41,33,28,39,42,32,24,32,48,30
697,M37_P96.rtf,F16_P22.rtf,96,22,-0.004449718,33,41,33,39,35,32,24,32,48,30
698,M38_P97.rtf,F16_P22.rtf,97,22,0.254612669,42,44,38,26,29,32,24,32,48,30
699,M39_P98.rtf,F16_P22.rtf,98,22,0.207123942,46,22,34,40,26,32,24,32,48,30
700,M40_P99.rtf,F16_P22.rtf,99,22,-0.036925328,34,45,32,34,28,32,24,32,48,30
701,M41_P101.rtf,F16_P22.rtf,101,22,0.209816813,34,40,42,33,40,32,24,32,48,30
702,M42_P103.rtf,F16_P22.rtf,103,22,-0.020797328,33,36,30,32,25,32,24,32,48,30
703,M43_P104.rtf,F16_P22.rtf,104,22,0.135694593,35,44,40,41,35,32,24,32,48,30
704,M44_P105.rtf,F16_P22.rtf,105,22,0.026150725,30,37,44,35,36,32,24,32,48,30
705,M01_P2.rtf,F17_P23.rtf,2,23,0.052709936,30,33,41,43,22,36,45,40,45,25
706,M02_P7.rtf,F17_P23.rtf,7,23,0.015942763,40,27,32,25,15,36,45,40,45,25
707,M03_P12.rtf,F17_P23.rtf,12,23,0.144555618,39,33,31,30,30,36,45,40,45,25
708,M04_P15.rtf,F17_P23.rtf,15,23,-0.013493622,39,35,31,39,43,36,45,40,45,25
709,M05_P21.rtf,F17_P23.rtf,21,23,0.04187971,42,44,44,49,22,36,45,40,45,25
710,M06_P24.rtf,F17_P23.rtf,24,23,0.147391577,37,37,31,31,32,36,45,40,45,25
711,M07_P25.rtf,F17_P23.rtf,25,23,0.100019951,41,43,43,43,47,36,45,40,45,25
712,M08_P30.rtf,F17_P23.rtf,30,23,0.162869306,29,39,39,37,34,36,45,40,45,25
713,M09_P33.rtf,F17_P23.rtf,33,23,-0.031972317,34,36,33,40,28,36,45,40,45,25
714,M10_P34.rtf,F17_P23.rtf,34,23,0.077952488,39,28,34,39,33,36,45,40,45,25
715,M11_P35.rtf,F17_P23.rtf,35,23,0.014629112,42,41,32,41,34,36,45,40,45,25
716,M12_P37.rtf,F17_P23.rtf,37,23,0.049110846,35,39,35,41,34,36,45,40,45,25
717,M13_P38.rtf,F17_P23.rtf,38,23,0.083162934,32,26,33,30,28,36,45,40,45,25
718,M14_P50.rtf,F17_P23.rtf,50,23,0.095476173,48,28,43,36,25,36,45,40,45,25
719,M15_P58.rtf,F17_P23.rtf,58,23,0.055256987,31,36,36,33,27,36,45,40,45,25
720,M16_P66.rtf,F17_P23.rtf,66,23,0.027470802,34,29,35,38,35,36,45,40,45,25
721,M17_P73.rtf,F17_P23.rtf,73,23,0.113198715,34,45,32,32,25,36,45,40,45,25
722,M18_P74.rtf,F17_P23.rtf,74,23,0.055056924,44,36,39,29,22,36,45,40,45,25
723,M19_P76.rtf,F17_P23.rtf,76,23,0.049889582,37,31,24,24,31,36,45,40,45,25
724,M20_P77.rtf,F17_P23.rtf,77,23,0.005565579,36,50,34,30,33,36,45,40,45,25
725,M21_P78.rtf,F17_P23.rtf,78,23,0.115024979,44,21,32,22,18,36,45,40,45,25
726,M22_P79.rtf,F17_P23.rtf,79,23,0.054786534,47,25,37,28,22,36,45,40,45,25
727,M23_P80.rtf,F17_P23.rtf,80,23,0.043569866,41,46,41,39,44,36,45,40,45,25
728,M24_P81.rtf,F17_P23.rtf,81,23,0.047883831,41,46,36,33,38,36,45,40,45,25
729,M25_P82.rtf,F17_P23.rtf,82,23,0.194123818,47,46,47,42,42,36,45,40,45,25
730,M26_P83.rtf,F17_P23.rtf,83,23,0.273099554,39,42,45,33,41,36,45,40,45,25
731,M27_P84.rtf,F17_P23.rtf,84,23,0.437110156,46,47,37,34,43,36,45,40,45,25
732,M28_P86.rtf,F17_P23.rtf,86,23,0.084112349,35,44,35,35,33,36,45,40,45,25
733,M29_P87.rtf,F17_P23.rtf,87,23,0.016624387,36,40,37,36,29,36,45,40,45,25
734,M30_P88.rtf,F17_P23.rtf,88,23,-0.020780484,24,47,32,36,46,36,45,40,45,25
735,M31_P89.rtf,F17_P23.rtf,89,23,0.215571425,36,37,28,32,32,36,45,40,45,25
736,M32_P90.rtf,F17_P23.rtf,90,23,0.07596102,23,35,38,38,32,36,45,40,45,25
737,M33_P91.rtf,F17_P23.rtf,91,23,8.60E-05,25,42,34,46,45,36,45,40,45,25
738,M34_P92.rtf,F17_P23.rtf,92,23,0.079223071,48,46,36,44,37,36,45,40,45,25
739,M35_P93.rtf,F17_P23.rtf,93,23,0.035662195,35,24,37,22,33,36,45,40,45,25
740,M36_P94.rtf,F17_P23.rtf,94,23,0.06415229,41,33,28,39,42,36,45,40,45,25
741,M37_P96.rtf,F17_P23.rtf,96,23,0.037835463,33,41,33,39,35,36,45,40,45,25
742,M38_P97.rtf,F17_P23.rtf,97,23,0.12870032,42,44,38,26,29,36,45,40,45,25
743,M39_P98.rtf,F17_P23.rtf,98,23,0.063967963,46,22,34,40,26,36,45,40,45,25
744,M40_P99.rtf,F17_P23.rtf,99,23,0.100794688,34,45,32,34,28,36,45,40,45,25
745,M41_P101.rtf,F17_P23.rtf,101,23,0.138886682,34,40,42,33,40,36,45,40,45,25
746,M42_P103.rtf,F17_P23.rtf,103,23,0.070691037,33,36,30,32,25,36,45,40,45,25
747,M43_P104.rtf,F17_P23.rtf,104,23,0.205372206,35,44,40,41,35,36,45,40,45,25
748,M44_P105.rtf,F17_P23.rtf,105,23,0.079511078,30,37,44,35,36,36,45,40,45,25
749,M01_P2.rtf,F18_P27.rtf,2,27,0.144453327,30,33,41,43,22,43,42,28,39,19
750,M02_P7.rtf,F18_P27.rtf,7,27,0.062523365,40,27,32,25,15,43,42,28,39,19
751,M03_P12.rtf,F18_P27.rtf,12,27,0.376426963,39,33,31,30,30,43,42,28,39,19
752,M04_P15.rtf,F18_P27.rtf,15,27,0.141419194,39,35,31,39,43,43,42,28,39,19
753,M05_P21.rtf,F18_P27.rtf,21,27,0.137080092,42,44,44,49,22,43,42,28,39,19
754,M06_P24.rtf,F18_P27.rtf,24,27,0.856346851,37,37,31,31,32,43,42,28,39,19
755,M07_P25.rtf,F18_P27.rtf,25,27,0.09992879,41,43,43,43,47,43,42,28,39,19
756,M08_P30.rtf,F18_P27.rtf,30,27,0.11641325,29,39,39,37,34,43,42,28,39,19
757,M09_P33.rtf,F18_P27.rtf,33,27,0.128526092,34,36,33,40,28,43,42,28,39,19
758,M10_P34.rtf,F18_P27.rtf,34,27,0.189301987,39,28,34,39,33,43,42,28,39,19
759,M11_P35.rtf,F18_P27.rtf,35,27,0.119871255,42,41,32,41,34,43,42,28,39,19
760,M12_P37.rtf,F18_P27.rtf,37,27,0.081047578,35,39,35,41,34,43,42,28,39,19
761,M13_P38.rtf,F18_P27.rtf,38,27,0.057650088,32,26,33,30,28,43,42,28,39,19
762,M14_P50.rtf,F18_P27.rtf,50,27,0.194672292,48,28,43,36,25,43,42,28,39,19
763,M15_P58.rtf,F18_P27.rtf,58,27,0.05930926,31,36,36,33,27,43,42,28,39,19
764,M16_P66.rtf,F18_P27.rtf,66,27,0.269741424,34,29,35,38,35,43,42,28,39,19
765,M17_P73.rtf,F18_P27.rtf,73,27,0.223294724,34,45,32,32,25,43,42,28,39,19
766,M18_P74.rtf,F18_P27.rtf,74,27,0.245434892,44,36,39,29,22,43,42,28,39,19
767,M19_P76.rtf,F18_P27.rtf,76,27,0.168011667,37,31,24,24,31,43,42,28,39,19
768,M20_P77.rtf,F18_P27.rtf,77,27,0.150585533,36,50,34,30,33,43,42,28,39,19
769,M21_P78.rtf,F18_P27.rtf,78,27,0.036837929,44,21,32,22,18,43,42,28,39,19
770,M22_P79.rtf,F18_P27.rtf,79,27,0.057254166,47,25,37,28,22,43,42,28,39,19
771,M23_P80.rtf,F18_P27.rtf,80,27,0.359298203,41,46,41,39,44,43,42,28,39,19
772,M24_P81.rtf,F18_P27.rtf,81,27,0.112409768,41,46,36,33,38,43,42,28,39,19
773,M25_P82.rtf,F18_P27.rtf,82,27,0.250098789,47,46,47,42,42,43,42,28,39,19
774,M26_P83.rtf,F18_P27.rtf,83,27,0.459141706,39,42,45,33,41,43,42,28,39,19
775,M27_P84.rtf,F18_P27.rtf,84,27,0.152258531,46,47,37,34,43,43,42,28,39,19
776,M28_P86.rtf,F18_P27.rtf,86,27,0.075937244,35,44,35,35,33,43,42,28,39,19
777,M29_P87.rtf,F18_P27.rtf,87,27,0.003460994,36,40,37,36,29,43,42,28,39,19
778,M30_P88.rtf,F18_P27.rtf,88,27,0.325697513,24,47,32,36,46,43,42,28,39,19
779,M31_P89.rtf,F18_P27.rtf,89,27,0.350194637,36,37,28,32,32,43,42,28,39,19
780,M32_P90.rtf,F18_P27.rtf,90,27,0.310608373,23,35,38,38,32,43,42,28,39,19
781,M33_P91.rtf,F18_P27.rtf,91,27,0.072763314,25,42,34,46,45,43,42,28,39,19
782,M34_P92.rtf,F18_P27.rtf,92,27,0.240099,48,46,36,44,37,43,42,28,39,19
783,M35_P93.rtf,F18_P27.rtf,93,27,0.128919952,35,24,37,22,33,43,42,28,39,19
784,M36_P94.rtf,F18_P27.rtf,94,27,0.077829725,41,33,28,39,42,43,42,28,39,19
785,M37_P96.rtf,F18_P27.rtf,96,27,0.003755094,33,41,33,39,35,43,42,28,39,19
786,M38_P97.rtf,F18_P27.rtf,97,27,0.131019568,42,44,38,26,29,43,42,28,39,19
787,M39_P98.rtf,F18_P27.rtf,98,27,0.029953125,46,22,34,40,26,43,42,28,39,19
788,M40_P99.rtf,F18_P27.rtf,99,27,0.442225098,34,45,32,34,28,43,42,28,39,19
789,M41_P101.rtf,F18_P27.rtf,101,27,0.065151661,34,40,42,33,40,43,42,28,39,19
790,M42_P103.rtf,F18_P27.rtf,103,27,0.133705807,33,36,30,32,25,43,42,28,39,19
791,M43_P104.rtf,F18_P27.rtf,104,27,0.05349323,35,44,40,41,35,43,42,28,39,19
792,M44_P105.rtf,F18_P27.rtf,105,27,0.107041179,30,37,44,35,36,43,42,28,39,19
793,M01_P2.rtf,F19_P29.rtf,2,29,0.069944227,30,33,41,43,22,26,48,40,28,25
794,M02_P7.rtf,F19_P29.rtf,7,29,0.036874847,40,27,32,25,15,26,48,40,28,25
795,M03_P12.rtf,F19_P29.rtf,12,29,0.106535002,39,33,31,30,30,26,48,40,28,25
796,M04_P15.rtf,F19_P29.rtf,15,29,0.02598573,39,35,31,39,43,26,48,40,28,25
